edge,geodesic_distance_km,gh_distance_km,distance_diff_km,distance_pct_change,geodesic_time_min,gh_time_min,time_diff_min,time_pct_change
17031842300->17031243500,1.5795860852957728,1.5795860852957728,0.0,0.0,3.1591721705915456,3.1591721705915456,0.0,0.0
17031842300->17031241600,1.377328744820461,1.377328744820461,0.0,0.0,2.754657489640922,2.754657489640922,0.0,0.0
17031842300->17031842200,1.4077735063972119,1.4077735063972119,0.0,0.0,2.8155470127944238,2.8155470127944238,0.0,0.0
17031842300->17031243300,1.7156457558833664,1.7156457558833664,0.0,0.0,3.431291511766733,3.431291511766733,0.0,0.0
17031842300->17031242100,1.482704843664884,1.482704843664884,0.0,0.0,2.965409687329768,2.965409687329768,0.0,0.0
17031842300->17031832600,2.0959644561343604,2.0959644561343604,0.0,0.0,4.191928912268721,4.191928912268721,0.0,0.0
17031842300->17031243200,1.970898388191315,1.970898388191315,0.0,0.0,3.9417967763826294,3.9417967763826294,0.0,0.0
17031842300->17031240200,2.131515049451664,2.131515049451664,0.0,0.0,4.263030098903328,4.263030098903328,0.0,0.0
17031843700->17031051000,0.3020912314635034,0.3020912314635034,0.0,0.0,0.6041824629270068,0.6041824629270068,0.0,0.0
17031843700->17031050900,0.5647747451504361,0.5647747451504361,0.0,0.0,1.1295494903008723,1.1295494903008723,0.0,0.0
17031843700->17031050800,0.677903909538891,0.677903909538891,0.0,0.0,1.355807819077782,1.355807819077782,0.0,0.0
17031843700->17031051100,0.6808451025742835,0.6808451025742835,0.0,0.0,1.361690205148567,1.361690205148567,0.0,0.0
17031843700->17031210900,1.4232026754600726,1.4232026754600726,0.0,0.0,2.8464053509201452,2.8464053509201452,0.0,0.0
17031843700->17031050500,1.3795979185446223,1.3795979185446223,0.0,0.0,2.7591958370892447,2.7591958370892447,0.0,0.0
17031843700->17031051400,1.5505573377287565,1.5505573377287565,0.0,0.0,3.101114675457513,3.101114675457513,0.0,0.0
17031843700->17031210800,1.7005670014808327,1.7005670014808327,0.0,0.0,3.4011340029616655,3.4011340029616655,0.0,0.0
17031843700->17031051200,1.483054813587183,1.483054813587183,0.0,0.0,2.966109627174366,2.966109627174366,0.0,0.0
17031843700->17031210100,1.4848100692436912,1.4848100692436912,0.0,0.0,2.9696201384873824,2.9696201384873824,0.0,0.0
17031843700->17031160700,1.6790013366003194,1.6790013366003194,0.0,0.0,3.3580026732006387,3.3580026732006387,0.0,0.0
17031390100->17031390200,0.50183382474598,0.50183382474598,0.0,0.0,1.00366764949196,1.00366764949196,0.0,0.0
17031390100->17031390300,1.0179792050715804,1.0179792050715804,0.0,0.0,2.0359584101431607,2.0359584101431607,0.0,0.0
17031390100->17031390500,1.2889713852725722,1.2889713852725722,0.0,0.0,2.5779427705451443,2.5779427705451443,0.0,0.0
17031390100->17031836400,1.3043555012136288,1.3043555012136288,0.0,0.0,2.6087110024272575,2.6087110024272575,0.0,0.0
